X.mOTUs2_clade	reSRR16235394	reSRR16235395	reSRR16235396	reSRR16235397	reSRR16235398	reSRR16235399	reSRR16235400	reSRR16235401	reSRR16235402	reSRR16235403	reSRR16235404	reSRR16235405	reSRR16235406	reSRR16235407	reSRR16235408	reSRR16235409
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Peptoniphilus|s__Peptoniphilus species incertae sedis [ext_mOTU_v3_18100]	0	0.0001603358	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Fusobacteria	0	2.21851e-05	0.0003293272	0.0003305567	0.0001952262	0.0033405527	0.0096441696	0.0001847779	8.45558e-05	0	0	0	0	7.23295e-05	0.0015966783	0.0011896623
k__Bacteria|p__Fusobacteria|c__Fusobacteriia	0	2.21851e-05	0.0003293272	0.0003305567	0.0001952262	0.0033405527	0.0096441696	0.0001847779	8.45558e-05	0	0	0	0	7.23295e-05	0.0015966783	0.0011896623
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales	0	2.21851e-05	0.0003293272	0.0003305567	0.0001952262	0.0033405527	0.0096441696	0.0001847779	8.45558e-05	0	0	0	0	7.23295e-05	0.0015966783	0.0011896623
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae	0	2.21851e-05	0.0003293272	0.0003305567	0.0001952262	0.0033405527	0.0096441696	0.0001847779	8.45558e-05	0	0	0	0	7.23295e-05	0.0015966783	0.0011896623
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Cetobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.73877e-05
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Cetobacterium|s__Cetobacterium species incertae sedis [ext_mOTU_v3_15374]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.73877e-05
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacteriaceae gen. incertae sedis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.27976e-05
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacteriaceae gen. incertae sedis|s__Fusobacteriaceae species incertae sedis [meta_mOTU_v3_13993]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.27976e-05
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium	0	2.21851e-05	0.0003293272	0.0003305567	0.0001952262	0.0033405527	0.0096441696	0.0001847779	8.45558e-05	0	0	0	0	7.23295e-05	0.0015966783	0.001149477
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium mortiferum	0	2.21851e-05	0	0	0	0	0	0	8.45558e-05	0	0	0	0	0	0	0
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium species incertae sedis [ext_mOTU_v3_15339]	0	0	0	4.17893e-05	0	0	0	0	0	0	0	0	0	0	0	1.12627e-05
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium species incertae sedis [ext_mOTU_v3_17808]	0	0	0.0001009083	0	0	0	0	0	0	0	0	0	0	0	1.53665e-05	0
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium species incertae sedis [meta_mOTU_v3_13245]	0	0	0.000101746	4.1287e-05	3.87346e-05	0	0	0	0	0	0	0	0	0	2.44719e-05	1.96088e-05
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium species incertae sedis [meta_mOTU_v3_14121]	0	0	0.0001266729	0.0002474804	0.0001564916	0.0033405527	0.0096441696	0.0001847779	0	0	0	0	0	7.23295e-05	0.00155684	0.0011186055
k__Bacteria|p__Proteobacteria	0.0855330615	0.0260231425	0.0234066571	0.0498640624	0.0248284838	0.0820881465	0.1365726561	0.0718505378	0.019994958	0.0484827334	0.0401853613	0.0745892545	0.0503928589	0.0366282116	0.0716453468	0.0228450302
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria	0	0	0	0	2.0631e-05	0	0	0	0	0	0	0	0	0	0	3.05165e-05
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales	0	0	0	0	2.0631e-05	0	0	0	0	0	0	0	0	0	0	3.05165e-05
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae	0	0	0	0	2.0631e-05	0	0	0	0	0	0	0	0	0	0	3.05165e-05
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingobium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.05165e-05
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingobium|s__Sphingobium sp. CCH11-B1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.05165e-05
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingomonas	0	0	0	0	2.0631e-05	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingomonas|s__Sphingomonas sp. Ag1	0	0	0	0	2.0631e-05	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	0.0101870155	0.0204969522	0.0025039825	0.0049528868	0.008820338	0.0373731611	0.0461809745	0.0012692655	0.0106998155	0.0256735293	0.0356217955	0.0242650214	0.050055404	0.0152441083	0.0391157394	0.0115659491
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	0.0101870155	0.0204969522	0.0025039825	0.0049528868	0.008820338	0.0373731611	0.0461809745	0.0012692655	0.0106998155	0.0256735293	0.0356217955	0.0242650214	0.050055404	0.0152441083	0.0391157394	0.0115659491
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiales fam. incertae sedis	0	0	4.83973e-05	1.07023e-05	1.44531e-05	0	0	0	0	0	0	0	0	0	9.2181e-06	2.20706e-05
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiales fam. incertae sedis|g__Burkholderiales gen. incertae sedis	0	0	4.83973e-05	1.07023e-05	1.44531e-05	0	0	0	0	0	0	0	0	0	9.2181e-06	2.20706e-05
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiales fam. incertae sedis|g__Burkholderiales gen. incertae sedis|s__Burkholderiales species incertae sedis [meta_mOTU_v3_12785]	0	0	4.83973e-05	1.07023e-05	1.44531e-05	0	0	0	0	0	0	0	0	0	9.2181e-06	2.20706e-05
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae	0.0101870155	0.0204969522	0.0024555852	0.0049421845	0.0088058849	0.0373731611	0.0461809745	0.0012692655	0.0106998155	0.0256735293	0.0356217955	0.0242650214	0.050055404	0.0152441083	0.0391065212	0.0115438785
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterella	0.0101870155	0.0204969522	0.0024555852	0.0049421845	0.0088058849	0.0373731611	0.0461809745	0.0012692655	0.0106998155	0.0256735293	0.0356217955	0.0242650214	0.050055404	0.0152441083	0.0391065212	0.0115438785
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterella|s__Sutterella species incertae sedis [ext_mOTU_v3_15344]	0.0006022731	0.006325246	0	0.0015119788	0.0001861065	0	0.0158725559	0	0.0005122836	0.0051238459	0.001631432	0.0012061255	0	0.0006486835	1.61033e-05	2.28649e-05
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterella|s__Sutterella species incertae sedis [ext_mOTU_v3_15362]	0	0	0	0	0	0.001894247	0.0032256538	0	0	0	0	0	0	0	0	0.0017072977
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterella|s__Sutterella species incertae sedis [ext_mOTU_v3_26637]	0	0	0	0	0	0	0	0	0	0.0035146815	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterella|s__Sutterella wadsworthensis	0.0095847424	0.0141717062	0.0024555852	0.0034302057	0.0086197784	0.0354789141	0.0270827647	0.0012692655	0.0101875319	0.0170350019	0.0339903634	0.0230588959	0.050055404	0.0145954247	0.039090418	0.0098137159
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	0.0002650767	0	3.53939e-05	1.27604e-05	4.36957e-05	0.0020488793	0.0001586703	0	0.0008708182	8.84034e-05	0	0.0001976528	0	0.0006359496	0.0071378157	0.0009549069
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales	0.0002650767	0	3.53939e-05	0	4.36957e-05	0.0020488793	0.0001586703	0	0.0008708182	8.84034e-05	0	0.0001976528	0	0.0006359496	0.0071378157	0.0009549069
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae	0.0002650767	0	3.53939e-05	0	4.36957e-05	0.0020488793	0.0001586703	0	0.0008708182	8.84034e-05	0	0.0001976528	0	0.0006359496	0.0071378157	0.0009549069
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Bilophila	0	0	3.53939e-05	0	0	0	0	0	0.0008708182	0	0	0	0	3.25908e-05	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Bilophila|s__Bilophila wadsworthia	0	0	3.53939e-05	0	0	0	0	0	0.0008708182	0	0	0	0	3.25908e-05	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio	0	0	0	0	1.679e-05	0.000560792	0	0	0	0	0	0	0	0	0.0057575106	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrionaceae gen. incertae sedis	0.0002650767	0	0	0	2.69058e-05	0.0002395394	0	0	0	8.84034e-05	0	0.0001976528	0	0.0006033588	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrionaceae gen. incertae sedis|s__Desulfovibrionaceae species incertae sedis [ext_mOTU_v3_17778]	0	0	0	0	0	0.0001284386	0	0	0	0	0	0	0	5.52938e-05	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrionaceae gen. incertae sedis|s__Desulfovibrionaceae species incertae sedis [ext_mOTU_v3_26235]	0.0002650767	0	0	0	2.69058e-05	0.0001111008	0	0	0	8.84034e-05	0	0.0001976528	0	0.000548065	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio|s__Desulfovibrio piger	0	0	0	0	1.679e-05	0.000560792	0	0	0	0	0	0	0	0	0.0057575106	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Mailhella	0	0	0	0	0	0.0012485479	0.0001586703	0	0	0	0	0	0	0	0.0013803051	0.0009549069
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Mailhella|s__Mailhella massiliensis [meta_mOTU_v3_14272]	0	0	0	0	0	0.0012485479	0.0001586703	0	0	0	0	0	0	0	0.0013803051	0.0009549069
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales	0	0	0	1.27604e-05	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Myxococcaceae	0	0	0	1.27604e-05	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Myxococcaceae|g__Corallococcus	0	0	0	1.27604e-05	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Myxococcaceae|g__Corallococcus|s__Corallococcus sp. CAG:1435	0	0	0	1.27604e-05	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria	0.0384388943	0.0047665734	0.0090834839	0.0146085033	0.003734877	0.0026008319	0.0086662025	0.0200137345	0.0083708956	0.0072121305	0.0044810676	0.0026787519	0	0.0068941643	0.0022620467	0.0087369672
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales	0.0384388943	0.0047665734	0.0090834839	0.0146085033	0.003734877	0.0026008319	0.0086662025	0.0200137345	0.0083708956	0.0072121305	0.0044810676	0.0026787519	0	0.0068941643	0.0022620467	0.0087369672
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae	0.0384388943	0.0047665734	0.0089401679	0.0030479089	0.0001205044	0.0002559204	0.0021204322	0.0085173274	0.0083708956	0.0014840784	0.0044810676	0.0026787519	0	0.0068941643	0.0014403954	0.0029531952
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Campylobacter	0.0384388943	0.0047665734	0.0089401679	0.0030479089	0.0001205044	0.0002559204	0.0021204322	0.0085173274	0.0083708956	0.0014840784	0.0044810676	0.0026787519	0	0.0068941643	0.0014403954	0.0029531952
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Campylobacter|s__Campylobacter helveticus	0	0	0.0089401679	0.0030027668	0.0001205044	0.0001771798	0.0018930196	0.0080675813	0	0	0	0	0	0	0.0012889679	0.002919124
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Campylobacter|s__Campylobacter upsaliensis	0.0384388943	0.0047665734	0	4.51421e-05	0	7.87406e-05	0.0002274126	0.0004497462	0.0083708956	0.0014840784	0.0044810676	0.0026787519	0	0.0068941643	0.0001514275	3.40712e-05
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Helicobacteraceae	0	0	0.000143316	0.0115605944	0.0036143726	0.0023449115	0.0065457703	0.011496407	0	0.005728052	0	0	0	0	0.0008216513	0.005783772
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Helicobacteraceae|g__Helicobacter	0	0	0.000143316	0.0115605944	0.0036143726	0.0023449115	0.0065457703	0.011496407	0	0.005728052	0	0	0	0	0.0008216513	0.005783772
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Helicobacteraceae|g__Helicobacter|s__Helicobacter canis	0	0	5.73044e-05	0.0042708949	0.001348772	0.0008720874	0.0029593141	0.0044196571	0	0.0024678647	0	0	0	0	0.0002226472	0.0023771841
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Helicobacteraceae|g__Helicobacter|s__Helicobacter cinaedi	0	0	0	0	0.000236473	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Helicobacteraceae|g__Helicobacter|s__Helicobacter species incertae sedis [ext_mOTU_v3_15432]	0	0	0	0.0010481196	0.000369519	0.0001588238	0.0007633527	0.0010396245	0	0.000561334	0	0	0	0	9.14377e-05	0.0005324686
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Helicobacteraceae|g__Helicobacter|s__Helicobacter species incertae sedis [ext_mOTU_v3_24595]	0	0	0	0.0001587963	3.97801e-05	0	5.77356e-05	0	0	0	0	0	0	0	0.0001469422	0
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Helicobacteraceae|g__Helicobacter|s__Helicobacter species incertae sedis [ext_mOTU_v3_26636]	0	0	8.60115e-05	0.0060827835	0.0016198285	0.0013140003	0.0027653679	0.0060371255	0	0.0026988534	0	0	0	0	0.0003606243	0.0028741193
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	0.036642075	0.0007596169	0.0117837968	0.030289912	0.0122089422	0.0400652742	0.0815668089	0.0505675378	5.34287e-05	0.0155086702	8.24982e-05	0.0474478284	0.0003374549	0.0138539894	0.0231093601	0.0015566905
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales	0.0364769622	0.0007163374	0.0116194085	0.0301885725	0.0120239799	0.0400652742	0.0812241429	0.0505675378	0	0.0154789388	8.24982e-05	0.0474263907	0.0001705453	0.0136609428	0.0230911892	0.0014250755
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Aeromonadaceae	0	0	0	0	7.92874e-05	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Aeromonadaceae|g__Aeromonas	0	0	0	0	7.92874e-05	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Aeromonadaceae|g__Aeromonas|s__Aeromonas hydrophila	0	0	0	0	7.92874e-05	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Succinivibrionaceae	0.0364769622	0.0007163374	0.0116194085	0.0301885725	0.0119446925	0.0400652742	0.0812241429	0.0505675378	0	0.0154789388	8.24982e-05	0.0474263907	0.0001705453	0.0136609428	0.0230911892	0.0014250755
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Succinivibrionaceae|g__Anaerobiospirillum	0	0	0	0.000399204	1.68578e-05	0	0.0016407956	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Succinivibrionaceae|g__Anaerobiospirillum|s__Anaerobiospirillum succiniciproducens	0	0	0	0.000399204	1.68578e-05	0	0.0016407956	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Succinivibrionaceae|g__Succinivibrio	0.008362791	0	0.0115369534	0.0276541724	0.0104875766	0.0304690285	0.0670643907	0.0505675378	0	0	0	0.0288841335	0	0	0.004927483	0.001368715
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Succinivibrionaceae|g__Succinivibrionaceae gen. [Succinatimonas/Succinivibrio]	0	0	0	3.94992e-05	0	0	0	0	0	0	0	0	0	0	2.96978e-05	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Succinivibrionaceae|g__Succinivibrionaceae gen. [Succinatimonas/Succinivibrio]|s__Succinivibrionaceae sp.	0	0	0	3.94992e-05	0	0	0	0	0	0	0	0	0	0	2.96978e-05	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Succinivibrionaceae|g__Succinivibrionaceae gen. incertae sedis	0.0281141712	0.0007163374	8.24551e-05	0.0020956969	0.0014402581	0.0095962457	0.0125189566	0	0	0.0154789388	8.24982e-05	0.0185422572	0.0001705453	0.0136609428	0.0181340084	5.63606e-05
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Succinivibrionaceae|g__Succinivibrionaceae gen. incertae sedis|s__Succinivibrionaceae species incertae sedis [ext_mOTU_v3_15343]	0.0140531861	0	8.24551e-05	0.0002308026	0	0.0043605686	0.0077410261	0	0	0	0	0	0	0	0.0072520416	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Succinivibrionaceae|g__Succinivibrionaceae gen. incertae sedis|s__Succinivibrionaceae species incertae sedis [ext_mOTU_v3_15404]	0	0	0	0	0	0.0004450232	0.000320182	0	0	0	0	0	0	0	0.0002522371	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Succinivibrionaceae|g__Succinivibrionaceae gen. incertae sedis|s__Succinivibrionaceae species incertae sedis [ext_mOTU_v3_15412]	0.0140609852	0	0	0.0018374914	0.0014402581	0.004790654	0.0044577485	0	0	0.0152993697	0	0.0183822677	0	0.0136130979	0.0106297297	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Succinivibrionaceae|g__Succinivibrionaceae gen. incertae sedis|s__Succinivibrionaceae species incertae sedis [ext_mOTU_v3_17745]	0	0.0001785065	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Succinivibrionaceae|g__Succinivibrionaceae gen. incertae sedis|s__Succinivibrionaceae species incertae sedis [meta_mOTU_v3_13544]	0	0.0005378309	0	2.74029e-05	0	0	0	0	0	0.0001795691	8.24982e-05	0.0001599895	0.0001705453	4.78449e-05	0	5.63606e-05
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Succinivibrionaceae|g__Succinivibrio|s__Succinivibrio dextrinosolvens [meta_mOTU_v3_12719]	0.008362791	0	0.0115369534	0.0276541724	0.0104875766	0.0304690285	0.0670643907	0.0505675378	0	0	0	0.0288841335	0	0	0.004927483	0.001368715
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales	0.0001651127	4.32795e-05	3.28462e-05	9.09939e-05	0.0001705092	0	0.0003426659	0	5.34287e-05	2.97314e-05	0	2.14377e-05	0.0001669096	0	7.7679e-06	7.76312e-05
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae	0.0001651127	4.32795e-05	3.28462e-05	9.09939e-05	0.0001705092	0	0.0003426659	0	5.34287e-05	2.97314e-05	0	2.14377e-05	0.0001669096	0	7.7679e-06	7.76312e-05
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Escherichia	0.0001651127	4.32795e-05	3.28462e-05	9.09939e-05	0.0001705092	0	0.0003426659	0	5.34287e-05	2.97314e-05	0	2.14377e-05	0.0001669096	0	7.7679e-06	7.76312e-05
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Escherichia|s__Escherichia coli	0.0001651127	4.32795e-05	3.28462e-05	9.09939e-05	0.0001705092	0	0.0003426659	0	5.34287e-05	2.97314e-05	0	2.14377e-05	0.0001669096	0	7.7679e-06	7.76312e-05
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales	0	0	0.0001040674	0	0	0	0	0	0	0	0	0	0	0.0001930467	0	3.23303e-05
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae	0	0	0.0001040674	0	0	0	0	0	0	0	0	0	0	0.0001930467	0	3.23303e-05
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Gallibacterium	0	0	0.0001040674	0	0	0	0	0	0	0	0	0	0	0.0001930467	0	3.23303e-05
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Gallibacterium|s__Gallibacterium genomosp. 3	0	0	0.0001040674	0	0	0	0	0	0	0	0	0	0	0.0001930467	0	3.23303e-05
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales	0	0	2.74747e-05	1.03455e-05	1.44531e-05	0	0	0	0	0	0	0	0	0	1.0403e-05	2.16534e-05
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae	0	0	2.74747e-05	1.03455e-05	1.44531e-05	0	0	0	0	0	0	0	0	0	1.0403e-05	2.16534e-05
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter	0	0	2.74747e-05	1.03455e-05	1.44531e-05	0	0	0	0	0	0	0	0	0	1.0403e-05	2.16534e-05
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter sp.	0	0	2.74747e-05	1.03455e-05	1.44531e-05	0	0	0	0	0	0	0	0	0	1.0403e-05	2.16534e-05
k__Bacteria|p__Proteobacteria|c__Proteobacteria class [Gammaproteobacteria/Alphaproteobacteria]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0385e-05	0
k__Bacteria|p__Proteobacteria|c__Proteobacteria class [Gammaproteobacteria/Alphaproteobacteria]|o__Proteobacteria order [Sphingomonadales/Enterobacterales]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0385e-05	0
k__Bacteria|p__Proteobacteria|c__Proteobacteria class [Gammaproteobacteria/Alphaproteobacteria]|o__Proteobacteria order [Sphingomonadales/Enterobacterales]|f__Proteobacteria fam. [Sphingomonadaceae/Enterobacteriaceae]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0385e-05	0
k__Bacteria|p__Proteobacteria|c__Proteobacteria class [Gammaproteobacteria/Alphaproteobacteria]|o__Proteobacteria order [Sphingomonadales/Enterobacterales]|f__Proteobacteria fam. [Sphingomonadaceae/Enterobacteriaceae]|g__Proteobacteria gen. [Sphingomonas/Enterobacter]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0385e-05	0
