X.mOTUs2_clade	reERR3589553	reERR3589554	reERR3589555	reERR3589556	reERR3589557	reERR3589558	reERR3589559	reERR3589560	reERR3589561	reERR3589562	reERR3589563	reERR3589564	reERR3589565	reERR3589566	reERR3589567	reERR3589568	reERR3589569	reERR3589570	reERR3589571	reERR3589572	reERR3589573	reERR3589574	reERR3589575	reERR3589576	reERR3589577	reERR3589578	reERR3589579	reERR3589580	reERR3589581	reERR3589582	reERR3589583	reERR3589584	reERR3589585	reERR3589586	reERR3589587	reERR3589588	reERR3589589	reERR3589590	reERR3589591	reERR3589592	reERR3589593
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Oceanospirillaceae|g__Oceanospirillaceae gen. incertae sedis|s__Oceanospirillaceae species incertae sedis [ext_mOTU_v3_22053]	4.4387e-05	0	0	0	0	0	0	0	0	1.84085e-05	6.42203e-05	9.89754e-05	0.0003156279	0	8.05941e-05	0	0	0	0	0	0	0	0	0	0	0.0007118066	3.16555e-05	0	0	1.90087e-05	0.0020928934	3.21178e-05	0.0035369631	3.1352e-05	2.14919e-05	1.44011e-05	1.64214e-05	2.66161e-05	0.0005812107	2.29552e-05	0.0245155163
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Oceanospirillaceae|g__Oceanospirillaceae gen. incertae sedis|s__Oceanospirillaceae species incertae sedis [ext_mOTU_v3_22113]	0	0	0	0	0	0	0	0	0	1.65592e-05	2.83191e-05	0	0	0	9.71144e-05	0	0	0	0	0	0	0	0	0	1.83511e-05	0	0	0	0	0	0	0	2.08726e-05	1.69113e-05	0	0	0	3.25019e-05	0	0	1.43952e-05
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Oceanospirillaceae|g__Oceanospirillaceae gen. incertae sedis|s__Oceanospirillaceae species incertae sedis [ext_mOTU_v3_22125]	0	0	0	0	0	0	0	0	0	3.27367e-05	1.07834e-05	0	0	0	2.23483e-05	9.7172e-06	0	0	0	0	3.47147e-05	1.33956e-05	0	0	0	1.26563e-05	0	0	0	0	0	0	0	0	9.7668e-06	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Oceanospirillaceae|g__Oceanospirillaceae gen. incertae sedis|s__Oceanospirillaceae species incertae sedis [ext_mOTU_v3_22160]	0.0014427733	0.0004254004	0.0005017981	6.56364e-05	0.0001254218	0.0125064833	0.0068716719	0.0001258541	0.0003337622	8.13626e-05	1.24954e-05	0	3.76989e-05	0.0012509725	8.47425e-05	0.0027674537	0.0004228074	0	0.0001150707	0.0258046624	0.0013211965	0.0011604681	0.0002607884	0.0002019431	0.0003239485	0.0011415526	0.0001621541	0.0001234516	0.0021513587	1.8936e-05	0	0	0	0.0036239439	2.64579e-05	3.58894e-05	0.0002083636	0.0040476127	0	0	4.29446e-05
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Oceanospirillaceae|g__Oceanospirillaceae gen. incertae sedis|s__Oceanospirillaceae species incertae sedis [ext_mOTU_v3_22165]	0.0092957737	0.0033052351	0.0002761681	3.41982e-05	0.0002662034	0.0026905093	0.0003719925	0.0008417856	9.9714e-06	0.0002811652	4.04704e-05	2.54051e-05	0.0002232508	0.0035429653	0.0011703588	2.86216e-05	0.001692971	0.0010763339	0.0022458309	0.0007966025	0.0056254294	0.0038723405	0	2.50435e-05	0.0004408222	0.0023169817	0.0067756343	0.000312695	0.0001603341	0	0	0	8.9839e-05	0.0020683498	0.0011635061	0	0.0009535705	0.00059442	0	0	0.000624167
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Oceanospirillaceae|g__Oceanospirillaceae gen. incertae sedis|s__Oceanospirillaceae species incertae sedis [ext_mOTU_v3_22243]	0.0211636006	0.0029652021	0.0016879676	0.0005442846	0.0003922393	0.0190458936	0.0101591113	0.0017016906	0.0003173238	0.0006803028	0.0002160287	0	0.0030715902	0.0096669472	0.0009378311	0.0006642493	0.0024110666	0.0003798372	0.0148870511	0.0249269105	0.0060610125	0.0034787601	4.57696e-05	0.0007823644	0.0018422969	0.0171841967	0.0020034723	0.0014554397	0.000685226	2.68652e-05	0	0	2.05572e-05	0.0174350693	0.0041308685	4.98011e-05	0.0062150237	0.0096850426	0	1.66914e-05	0.0008029771
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Oceanospirillaceae|g__Oceanospirillaceae gen. incertae sedis|s__Oceanospirillaceae species incertae sedis [ext_mOTU_v3_22263]	0.0092852206	0.0051113902	0.00104715	0.0058362495	0.0006766447	0.0123196298	0.0036465498	0.0002531055	0.000224838	5.74137e-05	1.23932e-05	2.34699e-05	0.0002201442	0.0052173653	0.0013681811	0.0087613807	0.0033578763	4.34425e-05	0.0086057679	0.0092833888	0.0047406156	0.0027819781	2.01614e-05	0.0001147615	0.0068214854	0.0089838026	0.0040283548	0.0044133952	0.003752166	1.22609e-05	0	0	0	0.025769033	6.20834e-05	1.79199e-05	0.0043344012	0.0059559352	0	0	0.000510726
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Oceanospirillaceae|g__Oceanospirillaceae gen. incertae sedis|s__Oceanospirillaceae species incertae sedis [ext_mOTU_v3_22265]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.68505e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Oceanospirillaceae|g__Oceanospirillaceae gen. incertae sedis|s__Oceanospirillaceae species incertae sedis [ext_mOTU_v3_31454]	0.0002255386	0.0001571357	0.0001366202	7.92115e-05	9.26123e-05	0.0001333621	4.21566e-05	0	0	0	0	0	0	7.01668e-05	1.25979e-05	0.0023840438	2.30037e-05	0	0.0015284707	0.0001500141	3.0188e-05	1.42037e-05	0	0	1.55107e-05	0.0020289562	0.0001710623	0.0012481918	0.0007391085	0	0	0	3.65578e-05	4.29313e-05	0	0	3.55564e-05	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Oceanospirillaceae|g__Oceanospirillaceae gen. incertae sedis|s__Oceanospirillaceae species incertae sedis [ext_mOTU_v3_31521]	0.0005047283	1.10546e-05	1.80104e-05	1.29325e-05	0.0002216888	1.80357e-05	1.28812e-05	0.0002380963	0	0	0	0	0	5.42816e-05	5.53109e-05	3.63275e-05	0	1.71055e-05	0.0006808317	3.17338e-05	0.0005407631	0.0001477476	0	0	0	0.0033607494	8.56984e-05	0.0027916054	0.0002433331	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Oceanospirillaceae|g__Oceanospirillaceae gen. incertae sedis|s__Oceanospirillaceae species incertae sedis [ext_mOTU_v3_31587]	0	0	0	0	0	0	0	0.0006714514	0	0	0	0	0	0	2.05985e-05	0	0	0.0001647954	0	0	1.53262e-05	1.05548e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Oceanospirillaceae|g__Oleispira	0	0	0	0	2.39891e-05	0	0	1.93113e-05	0	3.32094e-05	0.0001258191	0	0	0	1.76212e-05	0	0	4.27897e-05	0	0	2.05706e-05	1.80584e-05	0	6.8675e-06	0	5.47832e-05	0	2.40509e-05	0	3.55094e-05	2.81333e-05	0	3.65486e-05	0	0	0	0	0	2.50702e-05	0	6.33206e-05
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Oceanospirillaceae|g__Oleispira|s__Oleispira antarctica	0	0	0	0	2.39891e-05	0	0	1.93113e-05	0	3.32094e-05	0.0001258191	0	0	0	1.76212e-05	0	0	4.27897e-05	0	0	2.05706e-05	1.80584e-05	0	6.8675e-06	0	5.47832e-05	0	2.40509e-05	0	3.55094e-05	2.81333e-05	0	3.65486e-05	0	0	0	0	0	2.50702e-05	0	6.33206e-05
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Oceanospirillaceae|g__Thalassolituus	0	0	0	0	0	0	0	9.9306e-06	0	3.01881e-05	3.08883e-05	0	1.97403e-05	0	0	0	0	0	0	0	1.81568e-05	0	0	0	0	5.06254e-05	8.37776e-05	0	0	9.3375e-06	2.63839e-05	0	0	1.97356e-05	0	0	0	0	7.8899e-06	0	1.13735e-05
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Oceanospirillaceae|g__Thalassolituus|s__Thalassolituus oleivorans	0	0	0	0	0	0	0	9.9306e-06	0	3.01881e-05	3.08883e-05	0	1.97403e-05	0	0	0	0	0	0	0	1.81568e-05	0	0	0	0	5.06254e-05	8.37776e-05	0	0	9.3375e-06	2.63839e-05	0	0	1.97356e-05	0	0	0	0	7.8899e-06	0	1.13735e-05
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Oceanospirillales fam. incertae sedis	0.0087840122	0.0310734502	0.0082884247	0.0062300841	0.00312084	0.0155809821	0.0120149305	0.0015835128	0.0014393659	0.0015715102	0.0006544788	0	0.001442018	0.0024291712	0.0006260729	0.0016939852	0.0095648682	0.0010085438	0.0175143125	0.0204234534	0.0065879836	0.005064188	0.0013441623	0.0033833989	0.0011405237	0.004142919	0.0199236931	0.0060771839	0.0084599115	0.000447159	0	5.932e-06	0.000136734	0.0026190139	0.0056850234	0.0008063058	0.0039694107	0.0133810608	0	0	0.0009775795
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Oceanospirillales fam. incertae sedis|g__Oceanospirillales gen. incertae sedis	0.0087840122	0.0310734502	0.0082884247	0.0062300841	0.00312084	0.0155809821	0.0120149305	0.0015835128	0.0014393659	0.0015715102	0.0006544788	0	0.001442018	0.0024291712	0.0006260729	0.0016939852	0.0095648682	0.0010085438	0.0175143125	0.0204234534	0.0065879836	0.005064188	0.0013441623	0.0033833989	0.0011405237	0.004142919	0.0199236931	0.0060771839	0.0084599115	0.000447159	0	5.932e-06	0.000136734	0.0026190139	0.0056850234	0.0008063058	0.0039694107	0.0133810608	0	0	0.0009775795
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Oceanospirillales fam. incertae sedis|g__Oceanospirillales gen. incertae sedis|s__Oceanospirillales species incertae sedis [ext_mOTU_v3_22151]	0.0086903661	0.0310241201	0.0080309863	0.0061201048	0.00303658	0.0155379689	0.0119080542	0.0015320512	0.0014191329	0.0012252461	0.0001799443	0	0.001442018	0.002384454	0.0001901069	0.000229955	0.0095648682	8.32399e-05	0.0174237367	0.0203805127	0.0065127666	0.0049197905	0.0013441623	0.0033418022	0.0011405237	0.0041057042	0.0189780171	0.0059879269	0.0077164237	0.0001387107	0	0	1.6019e-05	0.0025994814	0.0056850234	0.0008063058	0.0038850262	0.0132702126	0	0	9.74858e-05
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Oceanospirillales fam. incertae sedis|g__Oceanospirillales gen. incertae sedis|s__Oceanospirillales species incertae sedis [ext_mOTU_v3_22283]	0	0	0	0	0	0	0	0	0	1.90666e-05	6.7789e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Oceanospirillales fam. incertae sedis|g__Oceanospirillales gen. incertae sedis|s__Oceanospirillales species incertae sedis [ext_mOTU_v3_22424]	0	0	0	0	0	0	0	0	0	2.35257e-05	5.22039e-05	0	0	0	0	0	0	0	0	0	0	0	0	1.55962e-05	0	0	0	0	0	1.13096e-05	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Oceanospirillales fam. incertae sedis|g__Oceanospirillales gen. incertae sedis|s__Oceanospirillales species incertae sedis [ext_mOTU_v3_31367]	2.27123e-05	0	0	0	0	0	0	3.93027e-05	0	0.0002818781	0.0003890298	0	0	0	0.0001481984	0	0	6.61662e-05	0	0	2.07542e-05	8.9013e-05	0	2.60006e-05	0	0	2.83536e-05	0	0	0.0002971386	0	5.932e-06	2.68941e-05	1.95326e-05	0	0	4.86229e-05	0	0	0	0.0008355345
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Oceanospirillales fam. incertae sedis|g__Oceanospirillales gen. incertae sedis|s__Oceanospirillales species incertae sedis [ext_mOTU_v3_31458]	1.78218e-05	1.45538e-05	0.0002574384	0.0001099793	8.426e-05	4.30132e-05	0.0001068763	0	2.0233e-05	0	0	0	0	2.77329e-05	0	0.0014640302	0	0	9.05758e-05	4.29407e-05	3.01228e-05	2.73314e-05	0	0	0	1.20124e-05	2.26005e-05	8.9257e-05	0.0007434878	0	0	0	0	0	0	0	0	0.0001108482	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Oceanospirillales fam. incertae sedis|g__Oceanospirillales gen. incertae sedis|s__Oceanospirillales species incertae sedis [ext_mOTU_v3_31505]	5.31119e-05	3.47763e-05	0	0	0	0	0	1.2159e-05	0	2.17937e-05	2.6522e-05	0	0	1.69842e-05	0.0002877677	0	0	0.0008591377	0	0	2.434e-05	2.8053e-05	0	0	0	2.52024e-05	0.0008947219	0	0	0	0	0	9.3821e-05	0	0	0	3.57616e-05	0	0	0	4.45592e-05
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales	0.0001734755	2.75777e-05	0	0.0001039828	2.03063e-05	3.22856e-05	0	0.0007440338	0	0.0009357672	0.0010138694	1.82482e-05	0.0001626689	0.0003066043	0.0002753727	3.66758e-05	1.20794e-05	0.0003052734	1.84931e-05	0.0002073809	0.001438539	0.0011377949	0	0	8.72893e-05	0.0009697334	0.0005455058	7.96683e-05	1.2765e-05	0	0	0.0001211462	0.0006010107	0.0002728124	7.52146e-05	4.5595e-05	0.0001427453	7.43019e-05	9.7385e-06	0.0004016748	0.0006745406
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae	0	1.23487e-05	0	8.16323e-05	2.03063e-05	2.05023e-05	0	0.000735704	0	0.0008251849	0.0009862803	0	0	1.28956e-05	0.0001639201	0	0	0.000288867	1.84931e-05	0.0001938867	0.001357686	0.0010709336	0	0	0	1.75271e-05	7.2308e-06	5.79885e-05	1.2765e-05	0	0	4.92153e-05	7.85388e-05	3.0842e-05	2.95315e-05	0	4.92546e-05	1.51034e-05	0	0	0.0002952145
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.84132e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	2.89637e-05	2.01558e-05	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter johnsonii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.84132e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	1.04678e-05	2.01558e-05	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter lwoffii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.84959e-05	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Moraxellaceae gen. incertae sedis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.23923e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Moraxellaceae gen. incertae sedis|s__Moraxellaceae species incertae sedis [ext_mOTU_v3_22363]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.23923e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Psychrobacter	0	1.23487e-05	0	8.16323e-05	2.03063e-05	2.05023e-05	0	0.000735704	0	0.0008251849	0.0009862803	0	0	1.28956e-05	0.0001639201	0	0	0.0002704538	1.84931e-05	0.0001938867	0.001357686	0.0010585413	0	0	0	1.75271e-05	7.2308e-06	5.79885e-05	1.2765e-05	0	0	2.02516e-05	5.83831e-05	3.0842e-05	2.95315e-05	0	4.92546e-05	1.51034e-05	0	0	0.0002952145
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Psychrobacter|s__Psychrobacter cryohalolentis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.73422e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Psychrobacter|s__Psychrobacter glacincola	0	0	0	0	0	0	0	2.15899e-05	0	0	0	0	0	0	0	0	0	0	0	0	2.69765e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Psychrobacter|s__Psychrobacter pacificensis	0	0	0	0	0	0	0	2.4775e-05	0	1.74685e-05	9.9349e-06	0	0	0	0	0	0	0	0	0	0	1.46055e-05	0	0	0	0	0	0	0	0	0	0	1.01078e-05	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Psychrobacter|s__Psychrobacter piscatorii	0	0	0	0	0	0	0	0	0	3.67229e-05	4.787e-05	0	0	0	0	0	0	9.3716e-06	0	0	1.4787e-05	2.73294e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Psychrobacter|s__Psychrobacter sp. PAMC 21119	0	0	0	1.00793e-05	0	0	0	3.2022e-05	0	5.33528e-05	3.32983e-05	0	0	0	0	0	0	0	0	0	3.12121e-05	3.67976e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Psychrobacter|s__Psychrobacter sp. SHUES1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1294e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Psychrobacter|s__Psychrobacter sp.	0	0	0	0	0	1.02611e-05	0	1.35202e-05	0	0	1.39587e-05	0	0	0	0	0	0	0	0	0	1.72106e-05	1.75422e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Psychrobacter|s__Psychrobacter sp.	0	0	0	7.6659e-06	0	0	0	2.187e-05	0	1.92488e-05	2.0024e-05	0	0	0	2.45321e-05	0	0	2.44075e-05	0	0	1.48056e-05	2.07679e-05	0	0	0	0	0	0	0	0	0	1.06868e-05	0	0	4.8987e-06	0	7.4393e-06	0	0	0	7.3069e-06
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Psychrobacter|s__Psychrobacter sp.	0	1.23487e-05	0	4.78593e-05	2.03063e-05	1.02412e-05	0	0.0005746129	0	0.0005983355	0.000714053	0	0	1.28956e-05	0.0001249853	0	0	0.0002019977	1.84931e-05	0.0001685082	0.001151497	0.0007943607	0	0	0	1.75271e-05	7.2308e-06	5.79885e-05	1.2765e-05	0	0	9.5648e-06	3.18987e-05	2.05309e-05	2.46328e-05	0	4.18153e-05	1.51034e-05	0	0	0.0002516338
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Psychrobacter|s__Psychrobacter species incertae sedis [ext_mOTU_v3_31614]	0	0	0	1.60278e-05	0	0	0	4.73141e-05	0	0.0001000563	0.0001471415	0	0	0	1.44027e-05	0	0	2.3383e-05	0	2.53784e-05	0.0001011972	0.0001297958	0	0	0	0	0	0	0	0	0	0	1.63766e-05	1.03112e-05	0	0	0	0	0	0	3.62738e-05
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae	0.0001734755	1.5229e-05	0	2.23505e-05	0	1.17833e-05	0	8.3298e-06	0	0.0001105823	2.75892e-05	1.82482e-05	0.0001626689	0.0002937087	0.0001114526	3.66758e-05	1.20794e-05	1.64063e-05	0	1.34943e-05	8.08529e-05	6.68613e-05	0	0	8.72893e-05	0.0009522063	0.000538275	2.16798e-05	0	0	0	7.19309e-05	0.0005224719	0.0002419704	4.56831e-05	4.5595e-05	9.34907e-05	5.91985e-05	9.7385e-06	0.0004016748	0.0003793261
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas	0.0001734755	1.5229e-05	0	2.23505e-05	0	1.17833e-05	0	8.3298e-06	0	0.0001105823	2.75892e-05	1.82482e-05	0.0001626689	0.0002937087	0.0001114526	3.66758e-05	1.20794e-05	1.64063e-05	0	1.34943e-05	8.08529e-05	6.68613e-05	0	0	8.72893e-05	0.0009522063	0.000538275	2.16798e-05	0	0	0	7.19309e-05	0.0005224719	0.0002419704	4.56831e-05	4.5595e-05	9.34907e-05	5.91985e-05	9.7385e-06	0.0004016748	0.0003793261
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas chlororaphis	0	0	0	0	0	0	0	0	0	8.9146e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas fluorescens/rhodesiae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.14523e-05	0	0	0	0	0	0	1.54713e-05	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas marincola	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.86134e-05	0	0	0	0	0	0	0	2.33363e-05
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas peli	0	0	0	0	0	0	0	0	0	0	0	1.82482e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.62335e-05	0.0001350044	2.41012e-05	1.06291e-05	0	0	0	0	8.89829e-05	3.00733e-05
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas sabulinigri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.39767e-05
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas sp. KG01	1.06432e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas sp. RIT357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.9991e-05	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas sp.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.33872e-05	0.0001991513	0	0	0	0	0	0.0002483697	3.48342e-05
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas sp.	0	0	0	0	0	0	0	0	0	1.29529e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas sp.	0	0	0	0	0	0	0	0	0	1.6469e-05	0	0	0	0	0	0	0	0	0	0	4.33077e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas sp.	0	0	0	0	0	0	0	0	0	1.48185e-05	0	0	0	0	0	0	0	0	0	0	1.51926e-05	0	0	0	0	0	0	0	0	0	0	1.50146e-05	3.86343e-05	0	0	0	0	0	9.7385e-06	1.23915e-05	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas sp.	0	0	0	0	0	0	0	0	0	1.27379e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas sp.	0	0	0	0	0	0	0	0	0	7.656e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas sp.	0	0	0	0	0	0	0	0	0	2.66484e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.08166e-05	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas sp.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.55087e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
