bin_id	completeness	contamination	strain_heterogeneity	quality	keep	n50
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.01_sample_0.bin.15	86.67	11.44	5.77	low_quality	reject	13523
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.01_sample_0.bin.16	32.37	1.72	0.0	low_quality	reject	2045
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.01_sample_0.bin.17	81.07	1.92	25.0	medium_quality	keep	6582
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.01_sample_0.bin.18	50.6	0.0	0.0	medium_quality	keep	4437
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.01_sample_0.bin.19	12.07	0.0	0.0	low_quality	reject	1899
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.01_sample_0.bin.2	91.38	1.72	0.0	high_quality	keep	237557
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.01_sample_0.bin.20	24.27	0.43	0.0	low_quality	reject	2139
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.01_sample_0.bin.21	61.52	16.86	1.54	low_quality	reject	2464
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.01_sample_0.bin.22	93.61	0.0	0.0	high_quality	keep	55529
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.01_sample_0.bin.23	48.08	2.9	13.33	low_quality	reject	3123
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.01_sample_0.bin.24	89.3	3.63	15.38	medium_quality	keep	14311
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.01_sample_0.bin.25	4.17	0.0	0.0	low_quality	reject	1811
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.01_sample_0.bin.26	85.21	1.67	0.0	medium_quality	keep	11050
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.01_sample_0.bin.27	77.98	4.97	11.11	medium_quality	keep	5149
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.01_sample_0.bin.28	86.6	3.2	27.27	medium_quality	keep	24520
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.01_sample_0.bin.29	96.55	5.17	0.0	medium_quality	keep	421181
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.01_sample_0.bin.3	42.97	14.31	0.0	low_quality	reject	15347
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.01_sample_0.bin.30	58.5	2.86	13.64	medium_quality	keep	6274
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.01_sample_0.bin.31	81.34	1.81	16.67	medium_quality	keep	8454
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.01_sample_0.bin.32	95.57	0.99	0.0	high_quality	keep	88396
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.01_sample_0.bin.33	68.71	15.32	3.64	low_quality	reject	2918
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.01_sample_0.bin.34	22.57	0.86	0.0	low_quality	reject	2141
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.01_sample_0.bin.35	89.84	1.15	0.0	medium_quality	keep	28981
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.01_sample_0.bin.36	96.71	294.06	12.18	low_quality	reject	7432
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.01_sample_0.bin.37	80.81	1.58	0.0	medium_quality	keep	10964
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.01_sample_0.bin.38	68.1	1.72	0.0	medium_quality	keep	17742
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.01_sample_0.bin.39	58.5	11.24	0.0	low_quality	reject	2526
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.01_sample_0.bin.4	22.12	4.08	16.67	low_quality	reject	2995
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.01_sample_0.bin.40	5.96	0.0	0.0	low_quality	reject	9463
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.01_sample_0.bin.41	67.09	1.34	40.0	medium_quality	keep	3901
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.01_sample_0.bin.42	97.36	2.97	3.77	high_quality	keep	78255
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.01_sample_0.bin.43	0.0	0.0	0.0	low_quality	reject	17353
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.01_sample_0.bin.44	52.19	1.72	0.0	medium_quality	keep	10625
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.01_sample_0.bin.45	40.83	0.0	0.0	low_quality	reject	3996
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.01_sample_0.bin.46	70.69	3.45	0.0	medium_quality	keep	13226
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.01_sample_0.bin.47	94.19	2.49	7.14	high_quality	keep	127719
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.01_sample_0.bin.48	93.94	0.21	0.0	high_quality	keep	52272
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.01_sample_0.bin.49	34.56	4.31	0.0	low_quality	reject	2582
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.01_sample_0.bin.5	34.88	0.93	100.0	low_quality	reject	2799
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.01_sample_0.bin.6	0.0	0.0	0.0	low_quality	reject	12454
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.01_sample_0.bin.7	80.04	45.39	5.8	low_quality	reject	4508
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.01_sample_0.bin.8	90.16	7.76	0.0	medium_quality	keep	14414
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.01_sample_0.bin.9	29.32	3.45	0.0	low_quality	reject	2919
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.05_sample_0.bin.1	4.17	0.0	0.0	low_quality	reject	3655
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.05_sample_0.bin.10	1.8	0.0	0.0	low_quality	reject	78731
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.05_sample_0.bin.11	74.69	1.74	0.0	medium_quality	keep	21499
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.05_sample_0.bin.12	37.84	3.45	0.0	low_quality	reject	2082
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.05_sample_0.bin.13	52.35	1.72	0.0	medium_quality	keep	10661
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.05_sample_0.bin.14	77.83	4.56	11.63	medium_quality	keep	15975
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.05_sample_0.bin.15	77.42	0.25	0.0	medium_quality	keep	635004
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.05_sample_0.bin.16	26.18	0.0	0.0	low_quality	reject	4060
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.05_sample_0.bin.17	48.99	3.88	0.0	low_quality	reject	5087
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.05_sample_0.bin.18	52.42	2.65	3.23	medium_quality	keep	3387
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.05_sample_0.bin.19	80.73	2.0	0.0	medium_quality	keep	686218
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.05_sample_0.bin.2	71.48	4.27	21.05	medium_quality	keep	8571
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.05_sample_0.bin.20	60.34	1.88	0.0	medium_quality	keep	7349
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.05_sample_0.bin.21	37.38	6.9	0.0	low_quality	reject	2251
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.05_sample_0.bin.22	82.95	4.52	0.0	medium_quality	keep	402840
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.05_sample_0.bin.23	0.0	0.0	0.0	low_quality	reject	18231
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.05_sample_0.bin.24	92.59	87.81	0.0	low_quality	reject	4767
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.05_sample_0.bin.25	74.92	2.43	0.0	medium_quality	keep	171260
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.05_sample_0.bin.26	69.28	24.07	0.65	low_quality	reject	2756
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.05_sample_0.bin.27	34.03	12.66	0.0	low_quality	reject	14352
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.05_sample_0.bin.28	82.12	0.84	0.0	medium_quality	keep	104087
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.05_sample_0.bin.29	79.76	4.55	12.5	medium_quality	keep	19615
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.05_sample_0.bin.3	33.62	1.72	0.0	low_quality	reject	5472
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.05_sample_0.bin.30	67.4	1.58	0.0	medium_quality	keep	8465
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.05_sample_0.bin.31	63.95	1.72	0.0	medium_quality	keep	5613
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.05_sample_0.bin.32	96.39	254.81	1.19	low_quality	reject	31933
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.05_sample_0.bin.33	68.51	5.56	0.0	medium_quality	keep	5447
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.05_sample_0.bin.34	9.48	0.0	0.0	low_quality	reject	1831
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.05_sample_0.bin.35	83.61	1.03	0.0	medium_quality	keep	76536
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.05_sample_0.bin.36	13.16	0.0	0.0	low_quality	reject	1843
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.05_sample_0.bin.37	69.83	5.17	0.0	medium_quality	keep	17742
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.05_sample_0.bin.38	58.67	13.24	0.0	low_quality	reject	3524
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.05_sample_0.bin.39	72.65	1.5	0.0	medium_quality	keep	20265
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.05_sample_0.bin.4	64.66	0.0	0.0	medium_quality	keep	5896
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.05_sample_0.bin.40	74.48	1.79	0.0	medium_quality	keep	24409
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.05_sample_0.bin.41	15.85	3.45	0.0	low_quality	reject	2007
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.05_sample_0.bin.42	0.0	0.0	0.0	low_quality	reject	33750
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.05_sample_0.bin.43	66.67	2.5	25.0	medium_quality	keep	15534
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.05_sample_0.bin.44	71.14	0.86	0.0	medium_quality	keep	142845
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.05_sample_0.bin.45	93.81	102.92	3.75	low_quality	reject	15772
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.05_sample_0.bin.46	61.13	1.72	0.0	medium_quality	keep	6644
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.05_sample_0.bin.5	46.71	0.0	0.0	low_quality	reject	3692
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.05_sample_0.bin.6	53.51	0.58	0.0	medium_quality	keep	4029
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.05_sample_0.bin.7	74.31	0.57	20.0	medium_quality	keep	15354
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.05_sample_0.bin.8	91.23	72.79	0.0	low_quality	reject	16735
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.05_sample_0.bin.9	67.55	0.0	0.0	medium_quality	keep	72874
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.8.mut_rate.0_sample_1.bin.10	77.18	2.59	85.71	medium_quality	keep	8998
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.8.mut_rate.0_sample_1.bin.11	31.19	0.0	0.0	low_quality	reject	13284
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.8.mut_rate.0_sample_1.bin.12	86.72	3.6	16.67	medium_quality	keep	10350
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.8.mut_rate.0_sample_1.bin.13	45.01	0.88	0.0	low_quality	reject	2678
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.8.mut_rate.0_sample_1.bin.14	90.43	1.99	50.0	high_quality	keep	21749
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.8.mut_rate.0_sample_1.bin.16	91.08	1.14	0.0	high_quality	keep	12486
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.8.mut_rate.0_sample_1.bin.17	31.74	2.19	0.0	low_quality	reject	2172
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.8.mut_rate.0_sample_1.bin.18	71.38	2.87	0.0	medium_quality	keep	4302
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.8.mut_rate.0_sample_1.bin.19	31.9	0.86	100.0	low_quality	reject	2567
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.8.mut_rate.0_sample_1.bin.2	20.83	4.17	0.0	low_quality	reject	5354
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.8.mut_rate.0_sample_1.bin.20	96.47	11.06	18.42	low_quality	reject	58782
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.8.mut_rate.0_sample_1.bin.21	95.74	0.67	20.0	high_quality	keep	85390
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.8.mut_rate.0_sample_1.bin.22	98.9	4.42	24.14	high_quality	keep	81651
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.8.mut_rate.0_sample_1.bin.23	21.55	0.0	0.0	low_quality	reject	2171
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.8.mut_rate.0_sample_1.bin.24	2.19	0.0	0.0	low_quality	reject	4199
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.8.mut_rate.0_sample_1.bin.25	90.3	3.78	0.0	high_quality	keep	12661
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.8.mut_rate.0_sample_1.bin.28	63.79	6.03	0.0	medium_quality	keep	3862
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.8.mut_rate.0_sample_1.bin.29	82.21	5.66	21.21	medium_quality	keep	5156
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.8.mut_rate.0_sample_1.bin.30	83.15	1.29	33.33	medium_quality	keep	5031
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.8.mut_rate.0_sample_1.bin.31	88.51	4.31	15.38	medium_quality	keep	14062
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.8.mut_rate.0_sample_1.bin.33	85.71	6.02	14.29	medium_quality	keep	15245
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.8.mut_rate.0_sample_1.bin.34	91.63	0.0	0.0	high_quality	keep	65815
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.8.mut_rate.0_sample_1.bin.35	14.66	0.0	0.0	low_quality	reject	1883
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.8.mut_rate.0_sample_1.bin.36	95.55	4.41	22.73	high_quality	keep	16920
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.8.mut_rate.0_sample_1.bin.37	4.17	0.0	0.0	low_quality	reject	1899
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.8.mut_rate.0_sample_1.bin.39	86.34	1.25	60.0	medium_quality	keep	5012
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.8.mut_rate.0_sample_1.bin.4	93.86	2.05	0.0	high_quality	keep	17015
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.8.mut_rate.0_sample_1.bin.40	12.07	0.0	0.0	low_quality	reject	2026
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.8.mut_rate.0_sample_1.bin.41	87.16	10.27	91.67	low_quality	reject	26874
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.8.mut_rate.0_sample_1.bin.42	62.46	1.03	0.0	medium_quality	keep	3272
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.8.mut_rate.0_sample_1.bin.43	94.58	10.49	17.31	low_quality	reject	21207
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.8.mut_rate.0_sample_1.bin.45	39.66	0.0	0.0	low_quality	reject	2241
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.8.mut_rate.0_sample_1.bin.46	95.26	1.72	0.0	high_quality	keep	151042
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.8.mut_rate.0_sample_1.bin.47	88.6	3.84	20.0	medium_quality	keep	12902
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.8.mut_rate.0_sample_1.bin.48	0.0	0.0	0.0	low_quality	reject	1999
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.8.mut_rate.0_sample_1.bin.49	93.18	52.34	3.72	low_quality	reject	14224
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.8.mut_rate.0_sample_1.bin.5	62.05	4.19	0.0	medium_quality	keep	3123
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.8.mut_rate.0_sample_1.bin.50	79.99	3.94	13.33	medium_quality	keep	5081
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.8.mut_rate.0_sample_1.bin.51	13.79	0.0	0.0	low_quality	reject	27333
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.8.mut_rate.0_sample_1.bin.52	91.35	2.01	0.0	high_quality	keep	25895
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.8.mut_rate.0_sample_1.bin.54	85.81	5.62	26.67	medium_quality	keep	5211
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.8.mut_rate.0_sample_1.bin.55	80.36	3.96	33.33	medium_quality	keep	8133
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.8.mut_rate.0_sample_1.bin.56	0.0	0.0	0.0	low_quality	reject	74562
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.8.mut_rate.0_sample_1.bin.57	98.68	2.21	0.0	high_quality	keep	101321
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.8.mut_rate.0_sample_1.bin.59	68.5	1.44	40.0	medium_quality	keep	5143
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.8.mut_rate.0_sample_1.bin.6	39.23	3.45	0.0	low_quality	reject	6351
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.8.mut_rate.0_sample_1.bin.60	91.89	2.05	0.0	high_quality	keep	15854
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.8.mut_rate.0_sample_1.bin.62	97.1	64.97	5.41	low_quality	reject	45031
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.8.mut_rate.0_sample_1.bin.63	97.29	4.18	0.0	high_quality	keep	55995
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.8.mut_rate.0_sample_1.bin.64	81.02	0.0	0.0	medium_quality	keep	17256
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.8.mut_rate.0_sample_1.bin.65	95.14	66.47	15.15	low_quality	reject	7028
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.8.mut_rate.0_sample_1.bin.66	83.09	5.5	16.0	medium_quality	keep	10989
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.8.mut_rate.0_sample_1.bin.67	78.66	5.68	26.32	medium_quality	keep	15960
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.8.mut_rate.0_sample_1.bin.68	53.35	0.33	0.0	medium_quality	keep	4792
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.8.mut_rate.0_sample_1.bin.69	10.34	0.0	0.0	low_quality	reject	2366
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.8.mut_rate.0_sample_1.bin.7	84.04	3.23	0.0	medium_quality	keep	8475
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.8.mut_rate.0_sample_1.bin.70	97.74	7.13	0.0	medium_quality	keep	326563
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.8.mut_rate.0_sample_1.bin.9	80.45	8.16	8.11	medium_quality	keep	7451
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.8.mut_rate.0_sample_4.bin.1	44.83	5.17	66.67	low_quality	reject	4462
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.8.mut_rate.0_sample_4.bin.10	48.28	0.0	0.0	low_quality	reject	3087
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.8.mut_rate.0_sample_4.bin.11	95.26	1.72	0.0	high_quality	keep	123264
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.8.mut_rate.0_sample_4.bin.12	0.0	0.0	0.0	low_quality	reject	11471
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.8.mut_rate.0_sample_4.bin.13	89.48	1.57	0.0	medium_quality	keep	22903
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.8.mut_rate.0_sample_4.bin.14	40.11	0.37	0.0	low_quality	reject	2610
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.8.mut_rate.0_sample_4.bin.15	83.39	65.03	1.81	low_quality	reject	3251
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.8.mut_rate.0_sample_4.bin.16	59.06	1.35	0.0	medium_quality	keep	3409
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.8.mut_rate.0_sample_4.bin.17	97.08	4.34	11.54	high_quality	keep	34247
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.8.mut_rate.0_sample_4.bin.18	1.94	0.0	0.0	low_quality	reject	16676
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.8.mut_rate.0_sample_4.bin.19	77.27	14.59	2.78	low_quality	reject	3809
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.8.mut_rate.0_sample_4.bin.2	97.37	5.95	31.82	medium_quality	keep	40250
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.8.mut_rate.0_sample_4.bin.20	96.88	0.45	0.0	high_quality	keep	17969
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.8.mut_rate.0_sample_4.bin.21	97.95	5.14	30.3	medium_quality	keep	29228
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.8.mut_rate.0_sample_4.bin.22	86.46	4.53	26.32	medium_quality	keep	7368
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.8.mut_rate.0_sample_4.bin.23	8.33	0.0	0.0	low_quality	reject	2790
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.8.mut_rate.0_sample_4.bin.24	78.47	4.86	8.33	medium_quality	keep	6177
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.8.mut_rate.0_sample_4.bin.25	56.86	1.58	0.0	medium_quality	keep	3886
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.8.mut_rate.0_sample_4.bin.26	52.93	0.0	0.0	medium_quality	keep	4246
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.8.mut_rate.0_sample_4.bin.27	96.57	2.58	0.0	high_quality	keep	21316
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.8.mut_rate.0_sample_4.bin.28	88.96	3.84	15.79	medium_quality	keep	15350
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.8.mut_rate.0_sample_4.bin.29	82.41	6.71	28.12	medium_quality	keep	8367
